run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
CBR-DL-0-20241130-12:16:57-444844,runattr,,,configname,CBR-DL,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,datetime,20241130-12:16:57,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,datetimef,20241130-121657,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,experiment,CBR-DL,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,inifile,omnetpp.ini,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,iterationvars,"$u=0, $numRbs=50, $numUEs=1",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,iterationvarsd,u=0/numRbs=50/numUEs=1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,iterationvarsf,"u=0,numRbs=50,numUEs=1-",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,measurement,"$u=0, $numRbs=50, $numUEs=1",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,network,simu5g.simulations.SatCom.networks.MultiSeveralSatelliteSatUE_Standalone,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,processid,444844,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,repetition,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,replication,#0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,resultdir,results,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,runnumber,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,runattr,,,seedset,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,itervar,,,numRbs,50,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,itervar,,,numUEs,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,itervar,,,u,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,extends,MultiCell,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,description,CBR DL traffic from remote server to UEs,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].numApps,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.numApps,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].app[*].typename,CbrReceiver,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].app[*].localPort,3000,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].typename,CbrSender,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].PacketSize,100,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].sampling_time,0.02s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].destAddress,"""ue["" + string(ancestorIndex(0)) + ""]""",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].destPort,3000,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].localPort,3088+ancestorIndex(0),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].startTime,"uniform(0s,0.02s)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.server.app[*].finishTime,40s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].cellularNic.rrc.debug,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat*.cellularNic.rrc.debug,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].cellularNic.nrPhy.debug,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat*.cellularNic.nrPhy.debug,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.binder.debug,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.configurator.verbose,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,network,simu5g.simulations.SatCom.networks.MultiSeveralSatelliteSatUE_Standalone,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,sim-time-limit,20s,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,description,"Base configuration, do not run this config!",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.mobility.constraintAreaMaxX,1100m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.mobility.constraintAreaMaxY,750m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.mobility.constraintAreaMinX,0m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.mobility.constraintAreaMinY,0m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.mobility.constraintAreaMinZ,0m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.mobility.constraintAreaMaxZ,0m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.mobility.initFromDisplayString,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.carrierAggregation.numComponentCarriers,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.carrierAggregation.componentCarrier[0].numerologyIndex,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.carrierAggregation.componentCarrier[0].carrierFrequency,2GHz,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.carrierAggregation.componentCarrier[0].numBands,50,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat*.cellularNic.numCarriers,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat*.cellularNic.channelModel[0].componentCarrierIndex,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].cellularNic.numCarriers,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.mobility.initialX,20m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.mobility.initialY,350m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.mobility.typename,LinearMobility,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.mobility.initialX,50m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.mobility.initialY,550m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.mobility.speed,15mps,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.mobility.initialMovementHeading,0deg,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.mobility.initialX,500m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.mobility.initialY,350m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.mobility.typename,LinearMobility,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.mobility.initialX,50m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.mobility.initialY,550m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.mobility.speed,15mps,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.mobility.initialMovementHeading,0deg,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.mobility.initialX,350m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.mobility.initialY,110m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.mobility.typename,LinearMobility,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.mobility.initialX,50m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.mobility.initialY,550m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.mobility.speed,15mps,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.mobility.initialMovementHeading,90deg,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat*.numX2Apps,2,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat*.x2App[*].server.localPort,5000 + ancestorIndex(1),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.x2App[0].client.connectAddress,"""gnbSat2%x2ppp0""",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat1.x2App[1].client.connectAddress,"""gnbSat3%x2ppp0""",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.x2App[0].client.connectAddress,"""gnbSat1%x2ppp0""",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat2.x2App[1].client.connectAddress,"""gnbSat3%x2ppp0""",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.x2App[0].client.connectAddress,"""gnbSat1%x2ppp0""",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.gnbSat3.x2App[1].client.connectAddress,"""gnbSat2%x2ppp0""",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.numUe,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].macCellId,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].masterId,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].nrMacCellId,1,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[*].nrMasterId,2,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.dynamicCellAssociation,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.enableHandover,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[0].mobility.initialX,450m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.ue[0].mobility.initialY,350m,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,image-path,../../../images,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,output-scalar-file-append,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.routingRecorder.enabled,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,output-scalar-file,"results/CBR-DL/$u=0, $numRbs=50, $numUEs=1-0.sca",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,output-vector-file,"results/CBR-DL/$u=0, $numRbs=50, $numUEs=1-0.vec",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,seed-set,0,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.sctp.**.scalar-recording,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.sctp.**.vector-recording,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.vector-recording,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.sctp.nagleEnabled,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.sctp.enableHeartbeats,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.downlink_interference,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.uplink_interference,true,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.ueTxPower,1dBm,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.eNodeBTxPower,2dBm,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.targetBler,0.01,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.blerShift,5,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,**.fbPeriod,40,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,config,,,*.configurator.config,"xmldoc(""./demo.xml"")",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat1.x2App[0].client,ums,,,1452,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat1.x2App[1].client,ums,,,1452,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat2.x2App[0].client,ums,,,1452,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat2.x2App[1].client,ums,,,1452,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2App[0].client,ums,,,1452,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2App[1].client,ums,,,1452,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:count,title,"packets received from higher layer, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),source,packetReceivedFromUpper,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,rcvdPkFromHl:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:count,source,packetSentToUpper,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:count,title,"packets passed to higher layer, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:sum(packetBytes),,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0].lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:sum(packetBytes),,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.lo[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:last,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:last,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:last,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:last,recordingmode,last,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:last,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:last,title,"queue length, last",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:last,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:max,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:max,recordingmode,max,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:max,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:max,title,"queue length, max",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:max,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:timeavg,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueLength:timeavg,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:last,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:last,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:last,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:last,recordingmode,last,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:last,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:last,title,"queue bit length, last",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:last,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:max,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:max,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:max,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:max,recordingmode,max,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.server.ppp[0].queue,queueBitLength:max,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
