run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,underflows,overflows,binedges,binvalues
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropIncorrectlyReceived:sum(packetBytes),source,packetDropReasonIsIncorrectlyReceived(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropIncorrectlyReceived:sum(packetBytes),title,"packet drop: incorrectly received, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:count,title,"packet drop: interface down, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf.ppp,packetDropInterfaceDown:sum(packetBytes),title,"packet drop: interface down, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:count,title,"packet drops: interface down, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:sum(packetBytes),,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:count,title,"packet drops: no carrier, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:sum(packetBytes),,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.pppIf,packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:last,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:last,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:last,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:last,recordingmode,last,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:last,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:last,title,"queue length, last",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:last,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:max,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:max,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:max,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:max,recordingmode,max,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:max,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:max,title,"queue length, max",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:max,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:timeavg,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + count(packetPushStarted) - count(packetPulled) - count(packetRemoved) - count(packetDropped))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:timeavg,title,"queue length, timeavg",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueLength:timeavg,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:last,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:last,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:last,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:last,recordingmode,last,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:last,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:last,title,"queue bit length, last",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:last,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:max,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:max,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:max,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:max,recordingmode,max,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:max,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:max,title,"queue bit length, max",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:max,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:timeavg,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:timeavg,autoWarmupFilter,false,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:timeavg,recordingmode,timeavg,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:timeavg,source,warmup(atomic(constant0(packetPushEnded) + sum(packetLength(packetPushStarted)) - sum(packetLength(packetPulled)) - sum(packetLength(packetRemoved)) - sum(packetLength(packetDropped)))),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:timeavg,title,"queue bit length, timeavg",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,queueBitLength:timeavg,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPackets:count,,,4,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPackets:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPackets:count,source,packetPulled,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPackets:count,title,"outgoing packets, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPackets:count,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPacketLengths:sum,,,3456,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPacketLengths:sum,source,packetLength(packetPulled),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPacketLengths:sum,title,"outgoing packet lengths, sum",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,outgoingPacketLengths:sum,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPackets:count,,,4,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPackets:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPackets:count,source,packetPushStarted,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPackets:count,title,"incoming packets, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPackets:count,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPacketLengths:sum,,,3456,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPacketLengths:sum,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPacketLengths:sum,recordingmode,sum,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPacketLengths:sum,source,packetLength(packetPushStarted),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPacketLengths:sum,title,"incoming packet lengths, sum",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,incomingPacketLengths:sum,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketsQueueOverflow:count,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketsQueueOverflow:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketsQueueOverflow:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketsQueueOverflow:count,source,packetDropReasonIsQueueOverflow(packetDropped),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketsQueueOverflow:count,title,"dropped packets: queue overflow, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketsQueueOverflow:count,unit,pk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketLengthsQueueOverflow:sum,,,0,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketLengthsQueueOverflow:sum,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketLengthsQueueOverflow:sum,recordingmode,sum,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketLengthsQueueOverflow:sum,source,packetLength(packetDropReasonIsQueueOverflow(packetDropped)),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketLengthsQueueOverflow:sum,title,"dropped packet lengths: queue overflow, sum",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].queue,droppedPacketLengthsQueueOverflow:sum,unit,b,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,transmissionState:timeavg,,,1.84e-08,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,transmissionState:timeavg,interpolationmode,sample-hold,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,transmissionState:timeavg,recordingmode,timeavg,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,transmissionState:timeavg,source,transmissionStateChanged,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,transmissionState:timeavg,title,"tx state, timeavg",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:count,,,4,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:count,source,rxPkOk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:count,title,"packets received OK, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:sum(packetBytes),,,460,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:sum(packetBytes),source,rxPkOk,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rxPkOk:sum(packetBytes),title,"packets received OK, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:count,,,4,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:count,source,packetSentToLower,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:count,title,"packets transmitted, count",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:sum(packetBytes),,,460,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:sum(packetBytes),interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:sum(packetBytes),recordingmode,sum(packetBytes),,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:sum(packetBytes),source,packetSentToLower,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,txPk:sum(packetBytes),title,"packets transmitted, sum(packetBytes)",,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,scalar,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rcvdPkFromHl:count,,,4,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rcvdPkFromHl:count,interpolationmode,none,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rcvdPkFromHl:count,recordingmode,count,,,,,,,,,,,
CBR-DL-0-20241130-12:16:57-444844,attr,MultiSeveralSatelliteSatUE_Standalone.gnbSat3.x2ppp[0].ppp,rcvdPkFromHl:count,source,packetReceivedFromUpper,,,,,,,,,,,
